frame_size = 2000,  actual_sampling_rate/(S/sec) = 200000.000000, carrier/Hz = 19999999.9953 
amplitude,phase/rad
0.247741,-0.413384
0.247820,-0.412573
0.247787,-0.411959
0.247785,-0.411021
0.247820,-0.412573
0.247714,-0.413433
0.247773,-0.417637
0.247804,-0.418524
0.247780,-0.420725
0.247786,-0.420175
0.247891,-0.416887
0.247765,-0.414823
0.247688,-0.414421
0.247723,-0.417186
0.247698,-0.419388
0.247835,-0.419412
0.247838,-0.416711
0.247776,-0.416148
0.247705,-0.416410
0.247767,-0.416974
0.247776,-0.416148
0.247763,-0.418462
0.247680,-0.418612
0.247804,-0.418524
0.247757,-0.417799
0.247732,-0.418787
0.247692,-0.419938
0.247739,-0.419450
0.247692,-0.418725
0.247776,-0.418574
0.247770,-0.417912
0.247695,-0.418450
0.247797,-0.417862
0.247677,-0.416460
0.247754,-0.416861
0.247794,-0.418137
0.247745,-0.417687
0.247779,-0.418299
0.247678,-0.421315
0.247755,-0.420501
0.247786,-0.420175
0.247801,-0.420012
0.247739,-0.420663
0.247733,-0.421214
0.247758,-0.420225
0.247758,-0.420225
0.247723,-0.419613
0.247737,-0.422152
0.247708,-0.423691
0.247748,-0.426729
0.247796,-0.425965
0.247768,-0.424528
0.247792,-0.420838
0.247742,-0.420388
0.247739,-0.419450
0.247782,-0.416811
0.247742,-0.416748
0.247674,-0.417949
0.247761,-0.421163
0.247738,-0.424854
0.247707,-0.426668
0.247773,-0.425465
0.247850,-0.423163
0.247793,-0.422051
0.247777,-0.421001
0.247752,-0.420776
0.247789,-0.421113
0.247761,-0.421163
0.247751,-0.423477
0.247792,-0.423539
0.247720,-0.425292
0.247722,-0.422315
0.247731,-0.421489
0.247768,-0.421826
0.247789,-0.423814
0.247758,-0.424140
0.247774,-0.423977
0.247784,-0.424365
0.247772,-0.422764
0.247751,-0.423477
0.247760,-0.425353
0.247765,-0.426291
0.247786,-0.425578
0.247809,-0.424589
0.247796,-0.424477
0.247781,-0.424640
0.247750,-0.422264
0.247769,-0.423039
0.247722,-0.422315
0.247748,-0.425241
0.247714,-0.430584
0.247737,-0.431083
0.247718,-0.431797
0.247793,-0.430980
0.247779,-0.429380
0.247761,-0.423865
0.247807,-0.419462
0.247801,-0.417587
0.247863,-0.418149
0.247705,-0.420051
0.247732,-0.422702
0.247727,-0.425955
0.247745,-0.428493
0.247735,-0.431358
0.247755,-0.430644
0.247761,-0.428330
0.247836,-0.427514
0.247690,-0.425618
0.247703,-0.424241
0.247768,-0.421826
0.247719,-0.422590
0.247728,-0.424466
0.247779,-0.423427
0.247722,-0.426505
0.247783,-0.427341
0.247770,-0.430481
0.247755,-0.430644
0.247821,-0.430928
0.247832,-0.429552
0.247725,-0.424741
0.247756,-0.421714
0.247758,-0.420225
0.247786,-0.420175
0.247659,-0.420539
0.247766,-0.424803
0.247753,-0.429156
0.247675,-0.432012
0.247838,-0.430490
0.247745,-0.427005
0.247730,-0.425679
0.247783,-0.421663
0.247712,-0.421927
0.247742,-0.417962
0.247774,-0.421276
0.247716,-0.422865
0.247750,-0.427943
0.247718,-0.431797
0.247781,-0.429104
0.247761,-0.429818
0.247761,-0.428330
0.247735,-0.428106
0.247700,-0.426005
0.247753,-0.424691
0.247716,-0.422865
0.247764,-0.420888
0.247751,-0.419563
0.247708,-0.419775
0.247761,-0.421163
0.247762,-0.422377
0.247756,-0.421714
0.247804,-0.423651
0.247745,-0.425516
0.247682,-0.427933
0.247806,-0.427840
0.247778,-0.426403
0.247750,-0.427943
0.247743,-0.428768
0.247786,-0.425578
0.247751,-0.423477
0.247717,-0.420163
0.247764,-0.419675
0.247749,-0.421051
0.247754,-0.423202
0.247839,-0.425751
0.247773,-0.426954
0.247733,-0.423916
0.247732,-0.422702
0.247731,-0.424191
0.247715,-0.425842
0.247753,-0.424691
0.247766,-0.424803
0.247812,-0.422826
0.247714,-0.420438
0.247755,-0.420501
0.247739,-0.420663
0.247672,-0.421865
0.247771,-0.424252
0.247708,-0.423691
0.247765,-0.422101
0.247775,-0.422489
0.247753,-0.424691
0.247684,-0.426169
0.247723,-0.427994
0.247750,-0.424966
0.247778,-0.424915
0.247793,-0.424752
0.247761,-0.423865
0.247764,-0.423590
0.247753,-0.421989
0.247737,-0.422152
0.247675,-0.421590
0.247806,-0.422163
0.247707,-0.422478
0.247748,-0.419838
0.247793,-0.422051
0.247781,-0.421939
0.247731,-0.421489
0.247664,-0.422691
0.247721,-0.423803
0.247715,-0.427331
0.247737,-0.426342
0.247773,-0.426954
0.247833,-0.426301
0.247721,-0.423803
0.247680,-0.423742
0.247767,-0.423314
0.247679,-0.422528
0.247742,-0.420388
0.247730,-0.420276
0.247783,-0.421663
0.247726,-0.423253
0.247647,-0.425832
0.247823,-0.425914
0.247780,-0.426128
0.247694,-0.426556
0.247758,-0.427117
0.247748,-0.425241
0.247727,-0.420551
0.247723,-0.419613
0.247711,-0.417073
0.247773,-0.418850
0.247742,-0.420388
0.247755,-0.420501
0.247792,-0.420838
0.247772,-0.422764
0.247761,-0.421163
0.247732,-0.422702
0.247715,-0.425842
0.247783,-0.427341
0.247803,-0.428116
0.247755,-0.427392
0.247829,-0.423876
0.247795,-0.416924
0.247748,-0.416198
0.247776,-0.417361
0.247835,-0.418199
0.247712,-0.421927
0.247803,-0.425139
0.247816,-0.425252
0.247675,-0.424292
0.247795,-0.419350
0.247795,-0.420563
0.247746,-0.421326
0.247788,-0.419900
0.247807,-0.417036
0.247773,-0.417637
0.247739,-0.417024
0.247783,-0.420450
0.247747,-0.422539
0.247739,-0.420663
0.247790,-0.422326
0.247707,-0.422478
0.247745,-0.420113
0.247822,-0.419300
0.247748,-0.417411
0.247773,-0.418850
0.247717,-0.420163
0.247803,-0.422438
0.247765,-0.422101
0.247747,-0.422539
0.247709,-0.420989
0.247733,-0.420000
0.247755,-0.420501
0.247729,-0.419062
0.247804,-0.418524
0.247729,-0.417849
0.247785,-0.418962
0.247801,-0.420012
0.247798,-0.420288
0.247751,-0.419563
0.247788,-0.418687
0.247714,-0.419225
0.247739,-0.418237
0.247754,-0.416861
0.247752,-0.414710
0.247741,-0.413384
0.247768,-0.414547
0.247683,-0.418337
0.247770,-0.419125
0.247816,-0.419850
0.247779,-0.418299
0.247794,-0.418137
0.247770,-0.416699
0.247754,-0.416861
0.247724,-0.415973
0.247739,-0.415810
0.247708,-0.416135
0.247742,-0.416748
0.247782,-0.418024
0.247798,-0.415436
0.247778,-0.413722
0.247752,-0.414710
0.247711,-0.415860
0.247804,-0.416099
0.247776,-0.412784
0.247767,-0.409307
0.247705,-0.410894
0.247744,-0.410019
0.247702,-0.415472
0.247816,-0.417424
0.247773,-0.418850
0.247782,-0.416811
0.247679,-0.414033
0.247735,-0.413934
0.247818,-0.411635
0.247754,-0.411345
0.247742,-0.411232
0.247761,-0.415098
0.247731,-0.414209
0.247782,-0.411296
0.247716,-0.410068
0.247789,-0.410746
0.247825,-0.413235
0.247766,-0.413609
0.247766,-0.413609
0.247715,-0.415585
0.247747,-0.411896
0.247817,-0.410697
0.247759,-0.408919
0.247726,-0.411395
0.247796,-0.410196
0.247790,-0.408595
0.247814,-0.407883
0.247772,-0.409970
0.247761,-0.410795
0.247803,-0.413948
0.247805,-0.414886
0.247820,-0.412573
0.247759,-0.412008
0.247774,-0.408757
0.247766,-0.408369
0.247752,-0.410407
0.247823,-0.409209
0.247731,-0.412058
0.247706,-0.411832
0.247750,-0.411620
0.247766,-0.411458
0.247688,-0.410118
0.247831,-0.409597
0.247812,-0.410034
0.247738,-0.408418
0.247782,-0.408207
0.247754,-0.408256
0.247780,-0.410358
0.247866,-0.413299
0.247811,-0.412185
0.247757,-0.413222
0.247871,-0.408723
0.247881,-0.406961
0.247709,-0.407529
0.247701,-0.406202
0.247849,-0.407285
0.247822,-0.408271
0.247739,-0.409356
0.247709,-0.410619
0.247712,-0.410343
0.247762,-0.411733
0.247766,-0.413609
0.247745,-0.416473
0.247788,-0.417474
0.247754,-0.416861
0.247758,-0.415373
0.247747,-0.414047
0.247745,-0.413109
0.247764,-0.412671
0.247813,-0.410972
0.247769,-0.411183
0.247769,-0.407156
0.247724,-0.410456
0.247822,-0.413510
0.247740,-0.414597
0.247749,-0.414985
0.247759,-0.414160
0.247740,-0.414597
0.247817,-0.412848
0.247748,-0.412834
0.247766,-0.411458
0.247769,-0.413334
0.247740,-0.414597
0.247776,-0.417361
0.247727,-0.415698
0.247754,-0.413497
0.247757,-0.413222
0.247752,-0.414710
0.247767,-0.416974
0.247777,-0.421001
0.247723,-0.423528
0.247793,-0.426240
0.247745,-0.428493
0.247788,-0.426791
0.247811,-0.424314
0.247754,-0.423202
0.247740,-0.421877
0.247756,-0.421714
0.247717,-0.417736
0.247720,-0.418675
0.247777,-0.421001
0.247764,-0.423590
0.247735,-0.428106
0.247772,-0.430205
0.247808,-0.430817
0.247776,-0.429655
0.247771,-0.428717
0.247829,-0.428340
0.247811,-0.428778
0.247778,-0.426403
0.247745,-0.425516
0.247903,-0.423337
0.247811,-0.424314
0.247750,-0.427943
0.247808,-0.430817
0.247771,-0.431969
0.247748,-0.433234
0.247737,-0.436649
0.247704,-0.437528
0.247799,-0.439797
0.247705,-0.439567
0.247776,-0.436984
0.247803,-0.433130
0.247698,-0.429258
0.247746,-0.429982
0.247740,-0.430807
0.247681,-0.439069
0.247701,-0.442708
0.247750,-0.446845
0.247697,-0.446400
0.247768,-0.440400
0.247776,-0.436984
0.247736,-0.434886
0.247769,-0.436047
0.247752,-0.438525
0.247783,-0.440236
0.247758,-0.442327
0.247784,-0.445415
0.247778,-0.446792
0.247788,-0.447729
0.247816,-0.444260
0.247734,-0.444419
0.247768,-0.442989
0.247781,-0.443101
0.247772,-0.442163
0.247790,-0.439135
0.247760,-0.439462
0.247806,-0.441009
0.247745,-0.442216
0.247748,-0.447396
0.247699,-0.449542
0.247691,-0.448053
0.247785,-0.448279
0.247700,-0.449266
0.247752,-0.449985
0.247692,-0.447778
0.247704,-0.448164
0.247730,-0.448386
0.247757,-0.448608
0.247710,-0.450203
0.247776,-0.451033
0.247806,-0.450154
0.247769,-0.448995
0.247737,-0.446734
0.247739,-0.446183
0.247729,-0.448662
0.247747,-0.447671
0.247724,-0.450039
0.247717,-0.448275
0.247715,-0.448826
0.247736,-0.450701
0.247782,-0.449106
0.247748,-0.447396
0.247753,-0.446294
0.247805,-0.446738
0.247775,-0.451309
0.247755,-0.453401
0.247791,-0.455936
0.247738,-0.454943
0.247727,-0.454006
0.247759,-0.452024
0.247707,-0.451305
0.247741,-0.449324
0.247751,-0.450261
0.247748,-0.451087
0.247743,-0.453015
0.247653,-0.451137
0.247708,-0.450754
0.247696,-0.450368
0.247695,-0.450643
0.247732,-0.452078
0.247718,-0.451967
0.247783,-0.453347
0.247708,-0.451030
0.247680,-0.451084
0.247729,-0.453180
0.247696,-0.455713
0.247681,-0.456153
0.247777,-0.455826
0.247706,-0.451581
0.247751,-0.450261
0.247743,-0.448773
0.247789,-0.447453
0.247707,-0.447338
0.247708,-0.450754
0.247729,-0.453180
0.247743,-0.453015
0.247764,-0.455715
