frame_size = 20000,  actual_sampling_rate/(S/sec) = 200000.000000, carrier/Hz = 19999999.9953 
amplitude,phase/rad
0.263177,2.735437
0.263165,2.734660
0.263201,2.736107
0.263068,2.735513
0.263145,2.734249
0.263177,2.737203
0.263036,2.737859
0.263113,2.738361
0.263109,2.738985
0.263197,2.737614
0.263128,2.736747
0.263104,2.736960
0.263140,2.736640
0.263157,2.737675
0.263202,2.739639
0.263180,2.741619
0.263190,2.743020
0.263165,2.739076
0.263173,2.738711
0.263137,2.735498
0.263141,2.734873
0.263166,2.733777
0.263106,2.733426
0.263193,2.736472
0.263213,2.737767
0.263157,2.737675
0.263217,2.738908
0.263202,2.739639
0.263145,2.735132
0.263209,2.734859
0.263177,2.736320
0.263183,2.732163
0.263186,2.733305
0.263194,2.733823
0.263136,2.731706
0.263160,2.731493
0.263211,2.732210
0.263166,2.732894
0.263138,2.733731
0.263145,2.736016
0.263129,2.735863
0.263161,2.736168
0.263145,2.735132
0.263182,2.733930
0.263170,2.733153
0.263197,2.734082
0.263186,2.733305
0.263120,2.731553
0.263157,2.734143
0.263182,2.733930
0.263119,2.732437
0.263065,2.730577
0.263116,2.729269
0.263180,2.728996
0.263135,2.729680
0.263099,2.732025
0.263167,2.732011
0.263171,2.732270
0.263110,2.733685
0.263171,2.732270
0.263128,2.731188
0.263170,2.730245
0.263116,2.727243
0.263105,2.725323
0.263171,2.726194
0.263091,2.726313
0.263158,2.730351
0.263181,2.731021
0.263182,2.733930
0.263121,2.734462
0.263182,2.733930
0.263118,2.733320
0.263119,2.729528
0.263214,2.728419
0.263159,2.726300
0.263230,2.726547
0.263113,2.726984
0.263089,2.724028
0.263102,2.723922
0.263164,2.725676
0.263172,2.727336
0.263141,2.727031
0.263190,2.726606
0.263112,2.729010
0.263133,2.730564
0.263132,2.731447
0.263166,2.729986
0.263184,2.727230
0.263111,2.722414
0.263217,2.722085
0.263145,2.721838
0.263128,2.720283
0.263256,2.719484
0.263147,2.719553
0.263139,2.722462
0.263193,2.726865
0.263086,2.728080
0.263163,2.729727
0.263118,2.726360
0.263090,2.725170
0.263176,2.722144
0.263175,2.717057
0.263186,2.718094
0.263107,2.717067
0.263155,2.721473
0.263133,2.725370
0.263201,2.725358
0.263087,2.721484
0.263144,2.719294
0.263148,2.718411
0.263137,2.719918
0.263176,2.723286
0.263182,2.723804
0.263031,2.724817
0.263182,2.723804
0.263229,2.724263
0.263111,2.722414
0.263195,2.722556
0.263108,2.718469
0.263173,2.718199
0.263108,2.718469
0.263202,2.720790
0.263210,2.723851
0.263121,2.720907
0.263162,2.719706
0.263171,2.720484
0.263158,2.721732
0.263186,2.720637
0.263073,2.719046
0.263109,2.715925
0.263190,2.715810
0.263140,2.717634
0.263160,2.719447
0.263087,2.720341
0.263145,2.721838
0.263195,2.721414
0.263156,2.720330
0.263185,2.716693
0.263190,2.715810
0.263210,2.715080
0.263122,2.715819
0.263201,2.718247
0.263199,2.717988
0.263124,2.716079
0.263139,2.716232
0.263206,2.719907
0.263169,2.719082
0.263193,2.720013
0.263171,2.717940
0.263127,2.716338
0.263200,2.715445
0.263223,2.713574
0.263140,2.713429
0.263086,2.713592
0.263180,2.714773
0.263144,2.713948
0.263152,2.713324
0.263198,2.716587
0.263203,2.719648
0.263151,2.723498
0.263176,2.724428
0.263199,2.717988
0.263177,2.715915
0.263188,2.712748
0.263140,2.712028
0.263189,2.711347
0.263206,2.711760
0.263210,2.715080
0.263218,2.714457
0.263218,2.714457
0.263137,2.713170
0.263155,2.713583
0.263178,2.713113
0.263170,2.712336
0.263184,2.710829
0.263167,2.710416
0.263211,2.712278
0.263155,2.712182
0.263127,2.714936
0.263137,2.714572
0.263120,2.712757
0.263103,2.710943
0.263144,2.709225
0.263106,2.711202
0.263203,2.709841
0.263206,2.711760
0.263117,2.712498
0.263102,2.713746
0.263160,2.714101
0.263177,2.715915
0.263142,2.715090
0.263129,2.713794
0.263235,2.708748
0.263136,2.704608
0.263101,2.703522
0.263195,2.707144
0.263156,2.709120
0.263201,2.709582
0.263133,2.709590
0.263225,2.710772
0.263214,2.709476
0.263144,2.713948
0.263178,2.713113
0.263163,2.712959
0.263191,2.711606
0.263148,2.708083
0.263222,2.708853
0.263176,2.709792
0.263187,2.711088
0.263216,2.712797
0.263133,2.709590
0.263203,2.709841
0.263173,2.709533
0.263179,2.711712
0.263246,2.713104
0.263142,2.713689
0.263140,2.713429
0.263194,2.711866
0.263176,2.711453
0.263118,2.709436
0.263173,2.709533
0.263178,2.708391
0.263186,2.709428
0.263169,2.709015
0.263182,2.707249
0.263197,2.705484
0.263178,2.706731
0.263163,2.709898
0.263151,2.711663
0.263123,2.711615
0.263125,2.710214
0.263159,2.711040
0.263158,2.712441
0.263160,2.714101
0.263231,2.712950
0.263159,2.711040
0.263202,2.711242
0.263203,2.708181
0.263157,2.707460
0.263155,2.707200
0.263161,2.709638
