frame_size = 8000,  actual_sampling_rate/(S/sec) = 2000000.000000, carrier/Hz = 19999999.9953 
timestamp,amplitude,phase/rad
9/9/2021  16:08:29.921498,1.071633E-3,3.487710E-1
9/9/2021  16:08:29.921498,1.303755E-3,3.587707E-1
9/9/2021  16:08:29.921499,1.242673E-3,4.306925E-1
9/9/2021  16:08:29.921499,9.698962E-4,2.220819E-1
9/9/2021  16:08:29.921500,1.078995E-3,5.016041E-1
9/9/2021  16:08:29.921500,1.343165E-3,3.720678E-1
9/9/2021  16:08:29.921501,1.286496E-3,3.893167E-1
9/9/2021  16:08:29.921501,1.119246E-3,1.920480E-1
9/9/2021  16:08:29.921502,1.283596E-3,3.142319E-1
9/9/2021  16:08:29.921502,1.218453E-3,3.851575E-1
9/9/2021  16:08:29.921503,1.025897E-3,3.970794E-1
9/9/2021  16:08:29.921503,1.202293E-3,4.182243E-1
9/9/2021  16:08:29.921504,1.054107E-3,3.858827E-1
9/9/2021  16:08:29.921504,1.146785E-3,4.398426E-1
9/9/2021  16:08:29.921505,1.075104E-3,1.137920E-1
9/9/2021  16:08:29.921505,1.100364E-3,3.392926E-1
9/9/2021  16:08:29.921506,1.093997E-3,4.012288E-1
9/9/2021  16:08:29.921506,1.314781E-3,3.805064E-1
9/9/2021  16:08:29.921507,1.132894E-3,4.756952E-1
9/9/2021  16:08:29.921507,1.310879E-3,2.110933E-1
9/9/2021  16:08:29.921508,1.274494E-3,2.914568E-1
9/9/2021  16:08:29.921508,1.255721E-3,4.527785E-1
9/9/2021  16:08:29.921509,1.245293E-3,2.984989E-1
9/9/2021  16:08:29.921509,1.234401E-3,1.488899E-1
9/9/2021  16:08:29.921510,1.264590E-3,3.446473E-1
9/9/2021  16:08:29.921510,1.102900E-3,2.516900E-1
9/9/2021  16:08:29.921511,1.083733E-3,1.697783E-1
9/9/2021  16:08:29.921511,1.148813E-3,2.965458E-1
9/9/2021  16:08:29.921512,1.314781E-3,3.805064E-1
9/9/2021  16:08:29.921512,1.106273E-3,4.266275E-1
9/9/2021  16:08:29.921513,1.102900E-3,2.516900E-1
9/9/2021  16:08:29.921513,1.228729E-3,2.510027E-1
9/9/2021  16:08:29.921514,1.168109E-3,3.465389E-1
9/9/2021  16:08:29.921514,1.185128E-3,2.074962E-1
9/9/2021  16:08:29.921515,1.258314E-3,3.985224E-1
9/9/2021  16:08:29.921515,1.281054E-3,2.160850E-1
9/9/2021  16:08:29.921516,1.269368E-3,1.691012E-1
9/9/2021  16:08:29.921516,1.266062E-3,2.683662E-1
9/9/2021  16:08:29.921517,1.178824E-3,3.708913E-1
9/9/2021  16:08:29.921517,1.202293E-3,4.182243E-1
9/9/2021  16:08:29.921518,1.110894E-3,3.652014E-1
9/9/2021  16:08:29.921518,1.132483E-3,2.449787E-1
9/9/2021  16:08:29.921519,1.234401E-3,1.488899E-1
9/9/2021  16:08:29.921519,1.043897E-3,2.662520E-1
9/9/2021  16:08:29.921520,1.090586E-3,3.129012E-1
9/9/2021  16:08:29.921520,1.246788E-3,3.759610E-1
9/9/2021  16:08:29.921521,1.257203E-3,9.725320E-2
9/9/2021  16:08:29.921521,1.014485E-3,2.741675E-1
9/9/2021  16:08:29.921522,1.199191E-3,2.573237E-1
9/9/2021  16:08:29.921522,1.090586E-3,3.129012E-1
9/9/2021  16:08:29.921523,1.281054E-3,2.160850E-1
9/9/2021  16:08:29.921523,1.119662E-3,3.045109E-1
9/9/2021  16:08:29.921524,9.770719E-4,2.525543E-1
9/9/2021  16:08:29.921524,1.467434E-3,2.954408E-1
9/9/2021  16:08:29.921525,1.221507E-3,2.267988E-1
9/9/2021  16:08:29.921525,1.370961E-3,2.935890E-1
9/9/2021  16:08:29.921526,1.119246E-3,1.920480E-1
9/9/2021  16:08:29.921526,1.196858E-3,3.378782E-1
