frame_size = 8000,  actual_sampling_rate/(S/sec) = 2000000.000000, carrier/Hz = 19999999.9953 
timestamp,amplitude,phase/rad
9/9/2021  15:54:31.580912,1.057636E-3,2.376600E+0
9/9/2021  15:54:31.580913,9.281869E-4,2.379446E+0
9/9/2021  15:54:31.580913,1.036734E-3,2.397837E+0
9/9/2021  15:54:31.580914,1.148813E-3,2.450256E+0
9/9/2021  15:54:31.580914,1.079858E-3,2.396173E+0
9/9/2021  15:54:31.580915,1.039426E-3,2.439336E+0
9/9/2021  15:54:31.580915,1.025443E-3,2.504044E+0
9/9/2021  15:54:31.580916,1.117581E-3,2.530867E+0
9/9/2021  15:54:31.580916,1.083733E-3,2.577023E+0
9/9/2021  15:54:31.580917,1.093997E-3,2.615526E+0
9/9/2021  15:54:31.580917,1.188659E-3,2.632000E+0
9/9/2021  15:54:31.580918,1.160108E-3,2.524401E+0
9/9/2021  15:54:31.580918,9.903273E-4,2.553590E+0
9/9/2021  15:54:31.580919,1.068151E-3,2.498092E+0
9/9/2021  15:54:31.580919,1.142717E-3,2.546183E+0
9/9/2021  15:54:31.580920,1.122985E-3,2.394637E+0
9/9/2021  15:54:31.580920,9.903273E-4,2.553590E+0
9/9/2021  15:54:31.580921,1.001084E-3,2.485897E+0
9/9/2021  15:54:31.580921,8.485048E-4,2.483704E+0
9/9/2021  15:54:31.580922,1.015861E-3,2.570255E+0
9/9/2021  15:54:31.580922,1.039426E-3,2.439336E+0
9/9/2021  15:54:31.580923,1.035836E-3,2.356194E+0
9/9/2021  15:54:31.580923,1.019979E-3,2.462179E+0
9/9/2021  15:54:31.580924,9.583034E-4,2.491722E+0
9/9/2021  15:54:31.580924,8.913312E-4,2.477546E+0
9/9/2021  15:54:31.580925,9.281869E-4,2.379446E+0
9/9/2021  15:54:31.580925,1.016320E-3,2.419938E+0
9/9/2021  15:54:31.580926,9.104573E-4,2.451146E+0
9/9/2021  15:54:31.580926,9.534315E-4,2.446854E+0
9/9/2021  15:54:31.580927,1.016320E-3,2.419938E+0
9/9/2021  15:54:31.580927,1.234778E-3,2.443690E+0
9/9/2021  15:54:31.580928,1.185128E-3,2.539305E+0
9/9/2021  15:54:31.580928,9.583034E-4,2.491722E+0
9/9/2021  15:54:31.580929,8.913312E-4,2.477546E+0
9/9/2021  15:54:31.580929,1.105852E-3,2.453921E+0
9/9/2021  15:54:31.580930,1.102478E-3,2.414950E+0
9/9/2021  15:54:31.580930,9.737298E-4,2.579671E+0
9/9/2021  15:54:31.580931,1.058076E-3,2.561590E+0
9/9/2021  15:54:31.580931,9.732514E-4,2.422763E+0
9/9/2021  15:54:31.580932,1.125884E-3,2.568627E+0
9/9/2021  15:54:31.580932,1.143939E-3,2.375060E+0
9/9/2021  15:54:31.580933,9.903273E-4,2.553590E+0
9/9/2021  15:54:31.580933,1.068151E-3,2.498092E+0
9/9/2021  15:54:31.580934,9.713356E-4,2.333976E+0
9/9/2021  15:54:31.580934,9.534315E-4,2.446854E+0
9/9/2021  15:54:31.580935,9.827747E-4,2.510513E+0
9/9/2021  15:54:31.580935,1.062906E-3,2.457883E+0
9/9/2021  15:54:31.580936,1.166114E-3,2.319174E+0
9/9/2021  15:54:31.580936,9.770719E-4,2.466852E+0
9/9/2021  15:54:31.580937,8.463066E-4,2.694073E+0
9/9/2021  15:54:31.580937,9.316924E-4,2.589938E+0
9/9/2021  15:54:31.580938,1.067715E-3,2.601173E+0
9/9/2021  15:54:31.580938,1.067715E-3,2.601173E+0
