frame_size = 8000,  actual_sampling_rate/(S/sec) = 2000000.000000, carrier/Hz = 19999999.9953 
timestamp,amplitude,phase/rad
9/9/2021  15:49:36.683839,1.179219E-3,-1.821683E-1
9/9/2021  15:49:36.683840,1.260533E-3,-1.213520E-1
9/9/2021  15:49:36.683840,1.196469E-3,-1.022067E-1
9/9/2021  15:49:36.683841,1.196469E-3,-1.022067E-1
9/9/2021  15:49:36.683841,1.166114E-3,-1.048769E-1
9/9/2021  15:49:36.683842,1.224172E-3,-7.485985E-2
9/9/2021  15:49:36.683842,1.169703E-3,-1.308274E-1
9/9/2021  15:49:36.683843,1.222269E-3,-4.995840E-2
9/9/2021  15:49:36.683843,1.348356E-3,-9.065989E-2
9/9/2021  15:49:36.683844,1.160108E-3,2.630972E-2
9/9/2021  15:49:36.683844,1.252750E-3,-4.874185E-2
9/9/2021  15:49:36.683845,1.160108E-3,-2.630972E-2
9/9/2021  15:49:36.683845,1.191789E-3,-5.123717E-2
9/9/2021  15:49:36.683846,1.283234E-3,-4.758310E-2
9/9/2021  15:49:36.683846,1.254608E-3,-7.304057E-2
9/9/2021  15:49:36.683847,1.313718E-3,-4.647813E-2
9/9/2021  15:49:36.683847,1.317965E-3,-9.275632E-2
9/9/2021  15:49:36.683848,1.294794E-3,-1.418971E-1
9/9/2021  15:49:36.683848,1.226832E-3,-9.966865E-2
9/9/2021  15:49:36.683849,1.105431E-3,-1.106572E-1
9/9/2021  15:49:36.683849,1.179219E-3,-1.821683E-1
9/9/2021  15:49:36.683850,1.193742E-3,-7.677189E-2
9/9/2021  15:49:36.683850,1.159707E-3,0.000000E+0
9/9/2021  15:49:36.683851,1.251263E-3,-2.213144E-1
9/9/2021  15:49:36.683851,1.234401E-3,-1.488899E-1
9/9/2021  15:49:36.683852,1.269368E-3,-1.691012E-1
9/9/2021  15:49:36.683852,1.355246E-3,-1.355277E-1
9/9/2021  15:49:36.683853,1.285047E-3,-7.130746E-2
9/9/2021  15:49:36.683853,1.251263E-3,-2.213144E-1
9/9/2021  15:49:36.683854,1.221125E-3,-2.499479E-2
9/9/2021  15:49:36.683854,1.191789E-3,-5.123717E-2
9/9/2021  15:49:36.683855,1.041664E-3,-8.800737E-2
9/9/2021  15:49:36.683855,1.099093E-3,2.777064E-2
9/9/2021  15:49:36.683856,1.159707E-3,0.000000E+0
9/9/2021  15:49:36.683856,1.193742E-3,-7.677189E-2
9/9/2021  15:49:36.683857,1.230244E-3,-1.243550E-1
9/9/2021  15:49:36.683857,1.105431E-3,-1.106572E-1
9/9/2021  15:49:36.683858,1.257203E-3,-9.725320E-2
9/9/2021  15:49:36.683858,1.312300E-3,0.000000E+0
9/9/2021  15:49:36.683859,1.193742E-3,-7.677189E-2
9/9/2021  15:49:36.683859,1.317965E-3,-9.275632E-2
9/9/2021  15:49:36.683860,1.374693E-3,-4.441522E-2
9/9/2021  15:49:36.683860,1.373337E-3,0.000000E+0
9/9/2021  15:49:36.683861,1.348356E-3,9.065989E-2
9/9/2021  15:49:36.683861,1.252750E-3,-4.874185E-2
9/9/2021  15:49:36.683862,1.059395E-3,-2.030452E-1
9/9/2021  15:49:36.683862,1.041664E-3,-8.800737E-2
9/9/2021  15:49:36.683863,1.226832E-3,-9.966865E-2
9/9/2021  15:49:36.683863,1.348356E-3,-9.065989E-2
9/9/2021  15:49:36.683864,1.313718E-3,-4.647813E-2
9/9/2021  15:49:36.683864,1.251635E-3,-2.438541E-2
9/9/2021  15:49:36.683865,1.163315E-3,-7.878396E-2
9/9/2021  15:49:36.683865,1.169703E-3,-1.308274E-1
9/9/2021  15:49:36.683866,1.125470E-3,-2.186689E-1
9/9/2021  15:49:36.683866,1.222269E-3,-4.995840E-2
9/9/2021  15:49:36.683867,1.161312E-3,-5.258306E-2
