frame_size = 2000,  actual_sampling_rate/(S/sec) = 200000.000000, carrier/Hz = 19999999.9721 
amplitude,phase/rad
0.044646,-1.193463
0.044595,-1.194484
0.044640,-1.195622
0.044669,-1.195872
0.044646,-1.193463
0.044595,-1.190798
0.044663,-1.190671
0.044651,-1.187625
0.044612,-1.184319
0.044607,-1.182794
0.044615,-1.176952
0.044639,-1.175690
0.044691,-1.174692
0.044661,-1.169224
0.044641,-1.166802
0.044561,-1.167523
0.044621,-1.169587
0.044593,-1.169319
0.044634,-1.174164
0.044620,-1.178478
0.044675,-1.182679
0.044646,-1.186101
0.044606,-1.190163
0.044566,-1.190544
0.044623,-1.187369
0.044606,-1.186479
0.044635,-1.183053
0.044649,-1.178739
0.044604,-1.177584
0.044691,-1.174692
0.044654,-1.171379
0.044585,-1.171477
0.044625,-1.171113
0.044673,-1.168596
0.044573,-1.166893
0.044645,-1.163122
0.044669,-1.167071
0.044629,-1.167431
0.044617,-1.168060
0.044653,-1.166174
0.044577,-1.168422
0.044581,-1.169949
0.044625,-1.171113
0.044602,-1.172373
0.044621,-1.169587
0.044601,-1.167162
0.044641,-1.166802
0.044621,-1.164378
0.044677,-1.164918
0.044637,-1.165276
0.044585,-1.161051
0.044657,-1.162495
0.044625,-1.160696
0.044605,-1.163479
0.044601,-1.161951
0.044593,-1.164107
0.044573,-1.166893
0.044621,-1.169587
0.044670,-1.172274
0.044583,-1.175163
0.044639,-1.175690
0.044524,-1.178325
0.044609,-1.179110
0.044627,-1.176321
0.044590,-1.173004
0.044597,-1.170847
0.044609,-1.165006
0.044594,-1.158895
0.044569,-1.160150
0.044606,-1.158268
0.044627,-1.155488
0.044568,-1.153406
0.044630,-1.150281
0.044605,-1.151530
0.044608,-1.153058
0.044612,-1.154586
0.044702,-1.158464
0.044662,-1.158816
0.044565,-1.163836
0.044661,-1.169224
0.044625,-1.171113
0.044547,-1.177059
0.044562,-1.181642
0.044556,-1.183803
0.044567,-1.183169
0.044625,-1.180003
0.044602,-1.172373
0.044577,-1.168422
0.044565,-1.163836
0.044625,-1.160696
0.044587,-1.155838
0.044575,-1.149722
0.044597,-1.146944
0.044609,-1.146320
0.044554,-1.145756
0.044551,-1.144226
0.044630,-1.142018
0.044632,-1.143546
0.044531,-1.148536
0.044593,-1.152155
0.044615,-1.156114
0.044559,-1.155562
0.044646,-1.157916
0.044609,-1.165006
0.044605,-1.168690
0.044590,-1.173004
0.044599,-1.176058
0.044623,-1.174795
0.044620,-1.178478
0.044630,-1.181528
0.044619,-1.182161
0.044614,-1.180636
0.044604,-1.177584
0.044593,-1.169319
0.044669,-1.161868
0.044655,-1.155764
0.044594,-1.145415
0.044506,-1.141502
0.044602,-1.141734
0.044614,-1.141112
0.044634,-1.145074
0.044640,-1.148129
0.044593,-1.152155
0.044590,-1.157367
0.044561,-1.162307
0.044569,-1.165365
0.044605,-1.163479
0.044657,-1.162495
0.044601,-1.161951
0.044633,-1.163750
0.044629,-1.162223
0.044589,-1.162579
0.044649,-1.164648
0.044609,-1.165006
0.044617,-1.162851
0.044589,-1.162579
0.044585,-1.161051
0.044645,-1.163122
0.044617,-1.168060
0.044649,-1.169854
0.044557,-1.165994
0.044613,-1.166533
0.044605,-1.163479
0.044617,-1.162851
0.044618,-1.157642
0.044634,-1.158542
0.044618,-1.157642
0.044519,-1.155913
0.044625,-1.160696
0.044666,-1.160342
0.044625,-1.160696
0.044669,-1.161868
0.044677,-1.164918
0.044697,-1.167339
0.044689,-1.164290
0.044553,-1.164465
0.044609,-1.165006
0.044641,-1.166802
0.044657,-1.167699
0.044637,-1.170483
0.044606,-1.173900
0.044594,-1.174531
0.044594,-1.174531
0.044639,-1.175690
0.044651,-1.175059
0.044606,-1.173900
0.044655,-1.176583
0.044651,-1.175059
0.044550,-1.173370
0.044589,-1.167792
0.044637,-1.165276
0.044613,-1.161324
0.044631,-1.157015
0.044624,-1.153961
0.044698,-1.150215
0.044649,-1.152711
0.044621,-1.152433
0.044667,-1.155139
0.044578,-1.157994
0.044606,-1.158268
0.044566,-1.158621
0.044557,-1.160778
0.044597,-1.165635
0.044617,-1.168060
0.044606,-1.173900
0.044630,-1.172639
0.044606,-1.173900
0.044583,-1.175163
0.044651,-1.175059
0.044658,-1.172904
0.044645,-1.168328
0.044633,-1.163750
0.044589,-1.162579
0.044605,-1.163479
0.044645,-1.163122
0.044673,-1.163393
0.044605,-1.163479
0.044605,-1.163479
0.044725,-1.167607
0.044681,-1.166443
0.044633,-1.168957
0.044657,-1.167699
0.044642,-1.172009
0.044606,-1.173900
0.044587,-1.176690
0.044592,-1.178216
0.044599,-1.176058
0.044644,-1.177215
0.044667,-1.175953
0.044634,-1.174164
0.044661,-1.169224
0.044661,-1.164020
0.044629,-1.162223
0.044618,-1.157642
0.044662,-1.158816
0.044686,-1.157565
0.044587,-1.155838
0.044606,-1.158268
0.044633,-1.163750
0.044641,-1.166802
0.044633,-1.168957
0.044569,-1.170580
0.044574,-1.172108
0.044639,-1.175690
0.044599,-1.176058
0.044592,-1.178216
0.044619,-1.182161
0.044619,-1.182161
0.044612,-1.184319
0.044612,-1.188003
0.044583,-1.187748
0.044601,-1.184953
0.044612,-1.184319
0.044585,-1.180375
0.044665,-1.179632
0.044541,-1.179220
0.044623,-1.174795
0.044646,-1.173534
0.044621,-1.169587
0.044633,-1.168957
0.044657,-1.167699
0.044649,-1.164648
0.044605,-1.163479
0.044645,-1.168328
0.044602,-1.172373
0.044630,-1.172639
0.044604,-1.177584
0.044653,-1.180264
0.044675,-1.182679
0.044618,-1.185844
0.044618,-1.185844
0.044646,-1.186101
0.044630,-1.181528
0.044624,-1.183686
0.044635,-1.183053
0.044619,-1.182161
0.044614,-1.180636
0.044625,-1.180003
0.044635,-1.183053
0.044584,-1.184061
0.044651,-1.187625
0.044589,-1.189273
0.044634,-1.186735
0.044651,-1.187625
0.044664,-1.183311
0.044614,-1.180636
0.044574,-1.181009
0.044602,-1.181269
0.044625,-1.180003
0.044630,-1.181528
0.044652,-1.183944
0.044578,-1.186222
0.044634,-1.186735
0.044663,-1.186991
0.044572,-1.188383
0.044612,-1.188003
0.044606,-1.190163
0.044674,-1.190036
0.044635,-1.194099
0.044590,-1.196645
0.044567,-1.197920
0.044590,-1.196645
0.044624,-1.198418
0.044601,-1.196008
0.044606,-1.193847
0.044527,-1.190926
0.044646,-1.189782
0.044612,-1.191687
0.044561,-1.192706
0.044600,-1.192323
0.044589,-1.189273
0.044652,-1.194986
0.044623,-1.194735
0.044517,-1.198947
0.044541,-1.201360
0.044600,-1.205538
0.044643,-1.202984
0.044632,-1.203622
0.044626,-1.202100
0.044658,-1.196508
0.044555,-1.194869
0.044595,-1.190798
0.044595,-1.187113
0.044601,-1.184953
0.044658,-1.181788
0.044567,-1.183169
0.044561,-1.185330
0.044561,-1.189018
0.044567,-1.194232
0.044637,-1.201463
0.044668,-1.205388
0.044592,-1.209863
0.044617,-1.212266
0.044592,-1.215710
0.044639,-1.216827
0.044639,-1.216827
0.044603,-1.215069
0.044581,-1.216352
0.044592,-1.215710
0.044627,-1.211625
0.044674,-1.206909
0.044642,-1.199303
0.044623,-1.194735
0.044521,-1.189399
0.044651,-1.191305
0.044583,-1.191434
0.044612,-1.191687
0.044623,-1.194735
0.044596,-1.198169
0.044604,-1.203377
0.044626,-1.202100
0.044598,-1.201854
0.044587,-1.202492
0.044571,-1.205294
0.044567,-1.207457
0.044488,-1.208252
