frame_size = 2000,  actual_sampling_rate/(S/sec) = 200000.000000, carrier/Hz = 19999999.9721 
amplitude,phase/rad
0.047756,-0.093437
0.047762,-0.094709
0.047698,-0.094193
0.047689,-0.092282
0.047756,-0.093437
0.047726,-0.093497
0.047778,-0.091470
0.047723,-0.092860
0.047723,-0.092860
0.047756,-0.093437
0.047687,-0.091645
0.047753,-0.092801
0.047668,-0.094254
0.047783,-0.092742
0.047753,-0.092801
0.047750,-0.092164
0.047723,-0.092860
0.047656,-0.091703
0.047747,-0.091528
0.047750,-0.092164
0.047717,-0.091586
0.047726,-0.093497
0.047712,-0.090312
0.047747,-0.091528
0.047775,-0.090833
0.047717,-0.091586
0.047717,-0.091586
0.047717,-0.091586
0.047772,-0.090197
0.047709,-0.089675
0.047742,-0.090255
0.047717,-0.091586
0.047706,-0.089038
0.047770,-0.089561
0.047714,-0.090949
0.047701,-0.087764
0.047764,-0.088288
0.047761,-0.087652
0.047703,-0.088401
0.047701,-0.087764
0.047701,-0.087764
0.047723,-0.085797
0.047814,-0.085632
0.047721,-0.085159
0.047688,-0.084576
0.047751,-0.085105
0.047721,-0.085159
0.047710,-0.082610
0.047743,-0.083194
0.047738,-0.081920
0.047741,-0.082557
0.047766,-0.081231
0.047705,-0.081335
0.047705,-0.081335
0.047700,-0.080060
0.047736,-0.081283
0.047724,-0.078096
0.047719,-0.076821
0.047836,-0.075353
0.047745,-0.075497
0.047749,-0.076772
0.047738,-0.073585
0.047679,-0.074317
0.047738,-0.073585
0.047764,-0.072263
0.047738,-0.073585
0.047731,-0.071672
0.047757,-0.070351
0.047701,-0.071718
0.047694,-0.069803
0.047751,-0.068439
0.047749,-0.067801
0.047712,-0.065930
0.047649,-0.065375
0.047651,-0.066014
0.047771,-0.065208
0.047710,-0.065292
0.047701,-0.062100
0.047708,-0.064653
0.047699,-0.061461
0.047727,-0.060783
0.047727,-0.060783
0.047725,-0.060145
0.047722,-0.058868
0.047756,-0.060107
0.047779,-0.057518
0.047715,-0.056315
0.047684,-0.056351
0.047715,-0.056315
0.047708,-0.053760
0.047710,-0.054399
0.047706,-0.053121
0.047766,-0.052415
0.047734,-0.051810
0.047729,-0.049895
0.047760,-0.049863
0.047699,-0.049926
0.047784,-0.047279
0.047754,-0.047310
0.047662,-0.047400
0.047722,-0.046701
0.047749,-0.045394
0.047748,-0.044756
0.047776,-0.043451
0.047718,-0.044784
0.047747,-0.044117
0.047802,-0.041510
0.047711,-0.041589
0.047677,-0.039697
0.047707,-0.039672
0.047676,-0.039058
0.047740,-0.040924
0.047734,-0.037730
0.047762,-0.036429
0.047701,-0.036475
0.047730,-0.035174
0.047793,-0.036406
0.047727,-0.033257
0.047756,-0.032597
0.047789,-0.033853
0.047753,-0.030681
0.047785,-0.031300
0.047720,-0.028783
0.047690,-0.029441
0.047689,-0.028801
0.047747,-0.026209
0.047749,-0.027487
0.047807,-0.024899
0.047746,-0.024931
0.047714,-0.023668
0.047772,-0.021722
0.047775,-0.023638
0.047682,-0.023043
0.047739,-0.019179
0.047771,-0.019806
0.047799,-0.017240
0.047709,-0.019192
0.047738,-0.017262
0.047797,-0.015324
0.047827,-0.014677
0.047735,-0.014066
0.047796,-0.013409
0.047794,-0.010217
0.047764,-0.011501
0.047733,-0.008951
0.047763,-0.009584
0.047732,-0.006394
0.047762,-0.005751
0.047793,-0.006386
0.047792,-0.003193
0.047853,-0.003827
0.047761,-0.001917
0.047792,-0.001277
0.047792,0.000639
0.047761,-0.001278
0.047792,0.003193
0.047700,0.001919
0.047731,0.001918
0.047762,0.006390
0.047732,0.007033
0.047793,0.006386
0.047763,0.007668
0.047732,0.008312
0.047733,0.010230
0.047825,0.011486
0.047795,0.012132
0.047704,0.012156
0.047827,0.014677
0.047828,0.015315
0.047829,0.016591
0.047769,0.017889
0.047799,0.017878
0.047740,0.019818
0.047772,0.021722
0.047743,0.022375
0.047804,0.022346
0.047807,0.024899
0.047775,0.024276
0.047806,0.024261
0.047809,0.026813
0.047811,0.028090
0.047782,0.029385
0.047782,0.029385
0.047815,0.031280
0.047785,0.031300
0.047816,0.031918
0.047789,0.033853
0.047821,0.035107
0.047730,0.035174
0.047703,0.037115
0.047734,0.037730
0.047795,0.037682
0.047767,0.038983
0.047738,0.039647
0.047799,0.039596
0.047801,0.040872
0.047743,0.042201
0.047745,0.043479
0.047806,0.043423
0.047747,0.044117
0.047778,0.044727
0.047781,0.046003
0.047781,0.046003
0.047787,0.048555
0.047816,0.047887
0.047787,0.048555
0.047758,0.049224
0.047763,0.051139
0.047735,0.052449
0.047793,0.051106
0.047735,0.052449
0.047767,0.053053
0.047795,0.051744
0.047740,0.054364
0.047777,0.056880
0.047740,0.054364
0.047776,0.056243
0.047744,0.055640
0.047722,0.058868
0.047752,0.058831
0.047756,0.060107
0.047754,0.059469
0.047756,0.060107
0.047758,0.060745
0.047788,0.060706
0.047785,0.059431
0.047792,0.061981
0.047763,0.062658
0.047733,0.062698
0.047798,0.063892
0.047765,0.063296
0.047763,0.062658
0.047737,0.063974
0.047802,0.065167
0.047739,0.064612
0.047704,0.063377
0.047739,0.064612
0.047802,0.065167
0.047773,0.065846
0.047741,0.065250
0.047802,0.065167
0.047749,0.067801
0.047806,0.066441
0.047773,0.065846
0.047741,0.065250
0.047745,0.066526
0.047718,0.067844
0.047773,0.065846
0.047747,0.067163
0.047682,0.065972
0.047743,0.065888
0.047747,0.067163
0.047714,0.066568
0.047775,0.066483
0.047769,0.064571
0.047716,0.067206
0.047710,0.065292
0.047800,0.064530
