frame_size = 2000,  actual_sampling_rate/(S/sec) = 200000.000000, carrier/Hz = 19999999.9721 
amplitude,phase/rad
0.034359,0.996097
0.034418,0.995090
0.034334,0.995614
0.034333,0.992409
0.034349,0.991665
0.034298,0.990691
0.034315,0.989947
0.034357,0.989692
0.034306,0.988715
0.034340,0.987230
0.034314,0.986740
0.034382,0.983778
0.034382,0.983778
0.034340,0.984026
0.034323,0.981561
0.034323,0.981561
0.034306,0.979093
0.034298,0.977858
0.034306,0.979093
0.034365,0.978114
0.034374,0.976145
0.034289,0.976622
0.034392,0.972211
0.034315,0.973914
0.034299,0.971442
0.034358,0.973678
0.034392,0.972211
0.034334,0.969974
0.034284,0.968967
0.034335,0.966769
0.034285,0.965758
0.034293,0.966996
0.034405,0.963849
0.034330,0.962328
0.034405,0.963849
0.034322,0.961090
0.034330,0.962328
0.034340,0.960362
0.034350,0.958396
0.034328,0.954681
0.034370,0.954469
0.034378,0.955707
0.034370,0.954469
0.034363,0.953231
0.034416,0.951062
0.034377,0.948070
0.034256,0.949925
0.034328,0.947033
0.034363,0.945591
0.034399,0.944153
0.034399,0.944153
0.034350,0.943110
0.034361,0.941151
0.034397,0.939717
0.034390,0.938477
0.034316,0.936900
0.034305,0.938861
0.034334,0.936184
0.034334,0.936184
0.034340,0.932983
0.034333,0.931740
0.034425,0.932614
0.034413,0.930133
0.034321,0.929251
0.034315,0.928007
0.034370,0.925875
0.034345,0.925340
0.034370,0.925875
0.034425,0.923749
0.034285,0.921776
0.034376,0.922679
0.034370,0.921435
0.034340,0.919652
0.034340,0.919652
0.034359,0.918946
0.034305,0.916619
0.034377,0.918240
0.034385,0.915047
0.034385,0.915047
0.034349,0.912013
0.034344,0.910766
0.034339,0.909519
0.034344,0.910766
0.034339,0.909519
0.034376,0.908118
0.034314,0.908973
0.034462,0.907811
0.034403,0.904229
0.034390,0.906173
0.034374,0.902434
0.034355,0.903131
0.034422,0.903532
0.034326,0.901332
0.034369,0.901186
0.034383,0.899244
0.034407,0.899795
0.034426,0.899101
0.034359,0.898691
0.034359,0.898691
0.034402,0.898549
0.034416,0.896609
0.034412,0.895363
0.034393,0.896055
0.034426,0.893425
0.034407,0.894116
0.034364,0.894252
0.034317,0.893139
0.034355,0.891755
0.034374,0.891064
0.034369,0.889815
0.034412,0.889684
0.034365,0.888566
0.034369,0.889815
0.034408,0.888437
0.034389,0.889125
0.034365,0.888566
0.034427,0.887749
0.034389,0.889125
0.034380,0.886628
0.034399,0.885941
0.034341,0.888006
0.034341,0.888006
0.034423,0.886502
0.034384,0.887877
0.034356,0.886067
0.034418,0.885254
0.034384,0.887877
0.034399,0.885941
0.034399,0.885941
0.034399,0.885941
0.034399,0.885941
0.034376,0.885379
0.034395,0.884692
0.034356,0.886067
0.034356,0.886067
0.034423,0.886502
0.034356,0.886067
0.034376,0.885379
0.034395,0.884692
0.034356,0.886067
0.034395,0.884692
0.034399,0.885941
0.034395,0.884692
0.034384,0.887877
0.034427,0.887749
0.034346,0.889256
0.034389,0.889125
0.034365,0.888566
0.034404,0.887189
0.034369,0.889815
0.034417,0.890931
0.034374,0.891064
0.034369,0.895501
0.034426,0.893425
0.034359,0.893004
0.034359,0.893004
0.034364,0.894252
0.034345,0.894945
0.034436,0.895917
0.034374,0.896749
0.034355,0.897443
0.034383,0.899244
0.034359,0.898691
0.034350,0.901883
0.034388,0.900491
0.034393,0.901737
0.034393,0.901737
0.034336,0.903829
0.034366,0.905625
0.034360,0.904378
0.034371,0.906872
0.034371,0.906872
0.034320,0.910221
0.034459,0.912239
0.034392,0.911854
0.034373,0.912556
0.034390,0.916291
0.034342,0.915209
0.034347,0.916455
0.034359,0.918946
0.034383,0.919484
0.034322,0.920360
0.034376,0.922679
0.034358,0.923387
0.034303,0.925516
0.034394,0.926408
0.034309,0.926762
0.034260,0.930146
0.034352,0.931027
0.034333,0.931740
0.034358,0.932269
0.034303,0.934413
0.034433,0.938286
0.034330,0.939386
0.034354,0.939910
0.034314,0.944550
0.034368,0.942392
0.034339,0.945071
0.034352,0.947552
0.034384,0.949309
0.034324,0.950237
0.034338,0.952716
0.034370,0.954469
0.034402,0.956219
0.034367,0.957670
0.034350,0.958396
0.034365,0.960871
0.034380,0.963343
0.034362,0.964072
0.034395,0.965813
0.034351,0.969241
0.034401,0.970245
0.034333,0.973179
0.034307,0.972678
0.034332,0.976384
0.034323,0.978355
0.034314,0.980327
0.034399,0.979841
0.034306,0.982300
0.034272,0.983782
0.034323,0.987972
0.034365,0.987720
0.034315,0.989947
0.034375,0.992151
0.034316,0.993153
0.034335,0.998818
0.034326,0.997589
0.034277,0.999833
0.034319,0.999566
0.034389,1.002978
0.034356,1.004476
0.034340,1.005226
0.034384,1.008151
0.034310,1.009934
0.034252,1.010969
0.034303,1.011914
0.034355,1.012856
0.034300,1.017101
0.034265,1.015407
0.034226,1.018908
0.034294,1.019083
0.034330,1.020772
0.034314,1.021530
0.034303,1.025494
0.034303,1.025494
0.034287,1.026255
0.034345,1.030377
0.034318,1.029919
0.034256,1.032974
0.034376,1.034031
0.034240,1.033740
0.034319,1.035105
0.034309,1.039072
0.034309,1.039072
0.034320,1.040290
0.034316,1.042274
0.034285,1.043811
0.034269,1.044581
0.034364,1.045151
0.034307,1.046244
0.034303,1.048229
0.034288,1.049001
0.034310,1.051430
0.034337,1.051871
0.034337,1.051871
0.034250,1.054524
0.034276,1.054963
0.034235,1.055299
0.034326,1.057826
0.034341,1.057051
0.034270,1.058940
0.034334,1.061021
0.034334,1.061021
0.034266,1.060930
0.034251,1.061707
0.034275,1.064130
0.034260,1.064909
0.034302,1.064562
0.034284,1.067329
0.034272,1.066120
0.034311,1.067758
0.034335,1.070173
0.034335,1.070173
0.034294,1.070526
0.034318,1.072940
0.034252,1.070881
0.034235,1.073655
0.034289,1.074504
0.034277,1.073297
0.034318,1.072940
0.034343,1.075350
0.034301,1.075710
0.034301,1.075710
0.034314,1.076915
0.034316,1.074927
0.034312,1.078903
0.034272,1.077277
0.034285,1.078483
0.034285,1.078483
0.034312,1.078903
0.034231,1.077640
0.034270,1.079267
0.034258,1.078062
0.034297,1.079687
0.034337,1.081310
0.034297,1.079687
0.034270,1.079267
0.034297,1.079687
0.034295,1.081677
0.034351,1.080525
0.034337,1.081310
0.034324,1.080107
0.034339,1.079323
0.034337,1.081310
0.034297,1.079687
0.034324,1.080107
0.034337,1.081310
0.034312,1.078903
0.034324,1.080107
0.034407,1.079378
0.034272,1.077277
0.034254,1.082044
0.034326,1.078119
0.034299,1.077699
0.034394,1.078177
0.034365,1.079742
0.034341,1.077336
0.034341,1.077336
0.034285,1.078483
0.034341,1.077336
0.034328,1.076132
0.034343,1.075350
0.034372,1.073788
0.034303,1.073722
0.034287,1.076493
0.034303,1.073722
0.034289,1.074504
0.034316,1.074927
0.034359,1.072584
0.034318,1.072940
0.034291,1.072515
0.034308,1.069746
0.034294,1.070526
0.034282,1.069318
0.034335,1.070173
0.034391,1.069042
0.034352,1.067408
0.034296,1.068538
0.034340,1.066201
0.034302,1.064562
0.034314,1.065771
0.034317,1.063784
0.034317,1.063784
0.034358,1.063439
0.034388,1.061888
0.034346,1.062231
0.034323,1.059811
0.034293,1.061364
0.034299,1.057389
0.034273,1.056952
0.034311,1.058601
0.034356,1.056278
0.034307,1.053416
0.034371,1.055505
0.034303,1.055402
0.034352,1.051099
0.034386,1.054733
0.034420,1.051210
0.034375,1.053522
0.034356,1.049116
0.034386,1.047577
0.034292,1.047014
0.034281,1.045798
0.034364,1.045151
0.034316,1.042274
0.034346,1.040739
0.034320,1.040290
0.034331,1.041506
0.034340,1.037540
0.034351,1.038757
0.034351,1.038757
0.034345,1.035558
0.034334,1.034340
0.034334,1.034340
0.034355,1.031596
0.034287,1.031445
0.034324,1.027937
0.034334,1.029157
0.034345,1.025196
0.034408,1.027335
0.034371,1.025656
0.034361,1.024436
0.034356,1.021236
0.034367,1.022457
0.034362,1.019258
0.034356,1.021236
0.034342,1.016813
0.034368,1.017280
0.034391,1.014549
0.034371,1.012103
0.034323,1.014365
0.034310,1.009934
0.034319,1.011160
0.034452,1.008347
0.034300,1.008707
0.034281,1.006252
0.034314,1.004749
0.034321,1.002771
0.034279,1.003043
0.034328,1.000794
0.034345,1.000046
0.034378,0.998552
0.034343,0.996843
0.034376,0.995352
0.034400,0.992636
0.034417,0.991893
0.034358,0.992894
0.034357,0.989692
0.034365,0.987720
0.034399,0.986239
0.034348,0.985258
0.034323,0.984767
0.034373,0.982547
0.034340,0.980822
0.034332,0.976384
0.034450,0.977634
0.034340,0.977618
0.034366,0.974912
0.034325,0.971943
0.034342,0.971209
0.034384,0.970977
0.034351,0.969241
0.034353,0.966038
0.034403,0.967047
0.034295,0.963788
0.034422,0.963121
0.034415,0.961887
0.034290,0.959341
0.034350,0.958396
0.034392,0.958180
0.034413,0.954258
0.034413,0.954258
0.034345,0.953956
0.034349,0.950753
0.034349,0.950753
0.034352,0.947552
0.034399,0.944153
0.034381,0.944872
0.034381,0.944872
0.034361,0.941151
0.034403,0.940957
0.034323,0.938143
0.034354,0.939910
0.034377,0.935995
0.034389,0.934040
0.034401,0.932086
0.034425,0.932614
0.034358,0.932269
0.034394,0.930844
0.034400,0.927650
0.034394,0.926408
0.034364,0.924631
0.034449,0.924283
0.034358,0.923387
0.034370,0.921435
0.034322,0.920360
0.034346,0.920898
0.034353,0.917701
0.034353,0.917701
0.034390,0.916291
0.034360,0.914505
0.034379,0.913802
0.034373,0.912556
0.034344,0.910766
0.034416,0.912397
0.034395,0.907419
0.034371,0.906872
0.034347,0.906324
