frame_size = 8000,  actual_sampling_rate/(S/sec) = 2000000.000000, carrier/Hz = 19999999.9953 
timestamp,amplitude,phase/rad
9/9/2021  16:14:30.000491,7.234903E-4,4.825133E-1
9/9/2021  16:14:30.000491,7.702546E-4,5.880026E-1
9/9/2021  16:14:30.000492,8.871416E-4,7.123576E-1
9/9/2021  16:14:30.000492,6.959311E-4,6.610432E-1
9/9/2021  16:14:30.000493,8.637356E-4,5.585993E-1
9/9/2021  16:14:30.000493,6.776228E-4,6.254850E-1
9/9/2021  16:14:30.000494,8.010769E-4,7.044941E-1
9/9/2021  16:14:30.000494,8.217384E-4,5.467888E-1
9/9/2021  16:14:30.000495,8.479558E-4,5.280744E-1
9/9/2021  16:14:30.000495,7.450539E-4,6.107260E-1
9/9/2021  16:14:30.000496,6.261893E-4,8.198673E-1
9/9/2021  16:14:30.000496,4.577790E-4,9.272952E-1
9/9/2021  16:14:30.000497,7.702546E-4,5.880026E-1
9/9/2021  16:14:30.000497,9.827747E-4,6.310794E-1
9/9/2021  16:14:30.000498,8.380120E-4,5.779019E-1
9/9/2021  16:14:30.000498,8.062919E-4,5.144513E-1
9/9/2021  16:14:30.000499,6.858202E-4,5.633163E-1
9/9/2021  16:14:30.000499,6.959311E-4,6.610432E-1
9/9/2021  16:14:30.000500,8.301956E-4,6.287963E-1
9/9/2021  16:14:30.000500,6.488343E-4,8.519663E-1
9/9/2021  16:14:30.000501,5.862431E-4,6.747409E-1
9/9/2021  16:14:30.000501,8.057141E-4,4.297623E-1
9/9/2021  16:14:30.000502,7.629650E-4,6.435011E-1
9/9/2021  16:14:30.000502,7.025909E-4,6.000502E-1
9/9/2021  16:14:30.000503,8.787025E-4,3.547057E-1
9/9/2021  16:14:30.000503,7.118099E-4,5.404195E-1
9/9/2021  16:14:30.000504,8.126204E-4,5.984189E-1
9/9/2021  16:14:30.000504,5.329844E-4,2.310907E-1
9/9/2021  16:14:30.000505,6.972682E-4,4.048918E-1
9/9/2021  16:14:30.000505,6.488343E-4,8.519663E-1
9/9/2021  16:14:30.000506,8.441027E-4,7.086263E-1
9/9/2021  16:14:30.000506,7.580662E-4,6.998929E-1
9/9/2021  16:14:30.000507,6.858202E-4,3.639790E-1
9/9/2021  16:14:30.000507,6.721024E-4,6.889244E-1
9/9/2021  16:14:30.000508,6.905570E-4,7.853982E-1
9/9/2021  16:14:30.000508,8.057141E-4,4.297623E-1
9/9/2021  16:14:30.000509,7.537538E-4,5.543075E-1
9/9/2021  16:14:30.000509,7.098445E-4,4.444192E-1
9/9/2021  16:14:30.000510,7.450539E-4,6.107260E-1
9/9/2021  16:14:30.000510,7.875927E-4,6.202495E-1
9/9/2021  16:14:30.000511,8.675015E-4,6.857295E-1
9/9/2021  16:14:30.000511,7.381464E-4,5.191461E-1
9/9/2021  16:14:30.000512,8.550655E-4,6.078020E-1
9/9/2021  16:14:30.000512,6.858202E-4,5.633163E-1
9/9/2021  16:14:30.000513,7.381464E-4,5.191461E-1
9/9/2021  16:14:30.000513,9.073832E-4,7.378151E-1
9/9/2021  16:14:30.000514,6.693251E-4,7.531513E-1
9/9/2021  16:14:30.000514,6.057769E-4,7.140907E-1
9/9/2021  16:14:30.000515,7.431764E-4,3.347368E-1
9/9/2021  16:14:30.000515,5.995953E-4,2.573237E-1
9/9/2021  16:14:30.000516,8.126204E-4,5.984189E-1
9/9/2021  16:14:30.000516,7.150736E-4,6.947383E-1
9/9/2021  16:14:30.000517,6.291570E-4,6.823166E-1
9/9/2021  16:14:30.000517,8.057141E-4,6.510767E-1
9/9/2021  16:14:30.000518,1.019979E-3,8.913825E-1
9/9/2021  16:14:30.000518,9.964217E-4,6.986598E-1
9/9/2021  16:14:30.000519,7.780746E-4,8.408967E-1
9/9/2021  16:14:30.000519,6.291570E-4,6.823166E-1
9/9/2021  16:14:30.000520,8.479558E-4,5.280744E-1
9/9/2021  16:14:30.000520,8.675015E-4,6.857295E-1
9/9/2021  16:14:30.000521,8.057141E-4,4.297623E-1
9/9/2021  16:14:30.000521,8.485048E-4,6.578886E-1
9/9/2021  16:14:30.000522,7.537538E-4,5.543075E-1
9/9/2021  16:14:30.000522,7.629650E-4,6.435011E-1
